Provider Number,Hospital Name,Address 1,Address 2,Address 3,City,State,ZIP Code,County,Phone Number,Hospital Type,Hospital Ownership,Emergency Services,Full Address,Latitude,Longitude,Services,Insurance Coverage
450124,UNIVERSITY MEDICAL CENTER AT BRACKENRIDGE,601 E 15TH STREET,,,AUSTIN,TX,78701,TRAVIS,5123247000,Acute Care Hospitals,Government - Local,Yes,"601 E 15TH STREET, AUSTIN, TX, 78701",30.275385464646465,-97.73436349,Broken Hand,Liberty Mutual Insurance
450128,KNAPP MEDICAL CENTER,1401 EAST EIGHT STREET,,,WESLACO,TX,78596,HIDALGO,9569688567,Acute Care Hospitals,Voluntary non-profit - Private,Yes,"1401 EAST EIGHT STREET, WESLACO, TX, 78596",,,Stitches,Travelers Companies
450130,NIX HEALTH CARE SYSTEM,"414 NAVARRO, SUITE 600",,,SAN ANTONIO,TX,78205,BEXAR,2102712188,Acute Care Hospitals,Proprietary,No,"414 NAVARRO, SUITE 600, SAN ANTONIO, TX, 78205",,,Flu Shots,Humana Inc.
450132,MEDICAL CENTER HOSPITAL,500 W 4TH STREET,,,ODESSA,TX,79761,ECTOR,4326404000,Acute Care Hospitals,Government - Hospital District or Authority,No,"500 W 4TH STREET, ODESSA, TX, 79761",31.84501735,-102.3736715,Physical Therapy,Cigna Corporation
450133,MIDLAND MEMORIAL HOSPITAL,2200 WEST ILLINOIS AVE,,,MIDLAND,TX,79701,MIDLAND,4326851111,Acute Care Hospitals,Government - Hospital District or Authority,Yes,"2200 WEST ILLINOIS AVE, MIDLAND, TX, 79701",31.995718,-102.098821,Cardiac Care,Kaiser Permanente
450135,TEXAS HEALTH HARRIS METHODIST FORT WORTH,1301 PENNSYLVANIA AVENUE,,,FORT WORTH,TX,76104,TARRANT,8172502100,Acute Care Hospitals,Voluntary non-profit - Church,Yes,"1301 PENNSYLVANIA AVENUE, FORT WORTH, TX, 76104",32.7369675,-97.33885896,Cancer Treatment,State Farm Group
450137,BAYLOR ALL SAINTS MEDICAL CENTER AT FW,1400 EIGHTH AVE,,,FORT WORTH,TX,76104,TARRANT,8179262544,Acute Care Hospitals,Voluntary non-profit - Private,Yes,"1400 EIGHTH AVE, FORT WORTH, TX, 76104",,,Emergency Surgery,State Farm Group
450143,SETON SMITHVILLE REGIONAL HOSPITAL,800 EAST HIGHWAY 71,,,SMITHVILLE,TX,78957,BASTROP,5122373214,Acute Care Hospitals,Government - Hospital District or Authority,Yes,"800 EAST HIGHWAY 71, SMITHVILLE, TX, 78957",,,Orthopedics,UnitedHealth Group
450144,PERMIAN REGIONAL MEDICAL CENTER ANDREWS COUNTY HO,720 HOSPITAL DRIVE,,,ANDREWS,TX,79714,ANDREWS,4325232200,Acute Care Hospitals,Government - Hospital District or Authority,Yes,"720 HOSPITAL DRIVE, ANDREWS, TX, 79714",32.3376642,-102.5460774,Pediatrics,Progressive Corporation
450147,DETAR HOSPITAL NAVARRO,506 E SAN ANTONIO ST,,,VICTORIA,TX,77902,VICTORIA,3615757441,Acute Care Hospitals,Proprietary,Yes,"506 E SAN ANTONIO ST, VICTORIA, TX, 77902",28.808133650000002,-96.99770287,Dermatology,Allstate Corporation
450148,TEXAS HEALTH HARRIS METHODIST HOSPITAL CLEBURNE,201 WALLS DRIVE,,,CLEBURNE,TX,76033,JOHNSON,8176412551,Acute Care Hospitals,Voluntary non-profit - Church,Yes,"201 WALLS DRIVE, CLEBURNE, TX, 76033",32.3321031,-97.43874555,Psychiatry,Liberty Mutual Insurance
450152,METROPLEX HOSPITAL,2201 S CLEAR CREEK ROAD,,,KILLEEN,TX,76542,BELL,2545267523,Acute Care Hospitals,Voluntary non-profit - Church,Yes,"2201 S CLEAR CREEK ROAD, KILLEEN, TX, 76542",31.1128604,-97.80207002,Neurology,Travelers Companies
450154,VAL VERDE REGIONAL MEDICAL CENTER,801 BEDELL AVE,,,DEL RIO,TX,78840,VAL VERDE,8307758566,Acute Care Hospitals,Voluntary non-profit - Private,Yes,"801 BEDELL AVE, DEL RIO, TX, 78840",29.3749845,-100.8921574,Dental Care,Humana Inc.
450155,HEREFORD REGIONAL MEDICAL CENTER,801 EAST THIRD,,,HEREFORD,TX,79045,DEAF SMITH,8063642141,Acute Care Hospitals,Government - Hospital District or Authority,Yes,"801 EAST THIRD, HEREFORD, TX, 79045",,,Vision Care,Cigna Corporation
450162,GRACE MEDICAL CENTER,2412 50TH ST,,,LUBBOCK,TX,79412,LUBBOCK,8067884100,Acute Care Hospitals,Proprietary,Yes,"2412 50TH ST, LUBBOCK, TX, 79412",33.549581599999996,-101.8692787,Hearing Services,Kaiser Permanente
450163,CHRISTUS SPOHN HOSPITAL KLEBERG,1311 EAST GENERAL CAVAZOS BLVD,,,KINGSVILLE,TX,78363,KLEBERG,3615951661,Acute Care Hospitals,Voluntary non-profit - Church,Yes,"1311 EAST GENERAL CAVAZOS BLVD, KINGSVILLE, TX, 78363",27.4898305,-97.85086998,Broken Hand,State Farm Group
450165,SOUTH TEXAS REGIONAL MEDICAL CENTER,1905 HWY 97 EAST,,,JOURDANTON,TX,78026,ATASCOSA,8307693515,Acute Care Hospitals,Proprietary,Yes,"1905 HWY 97 EAST, JOURDANTON, TX, 78026",,,Stitches,UnitedHealth Group
450176,MISSION REGIONAL MEDICAL CENTER,900 SOUTH BRYAN ROAD,,,MISSION,TX,78572,HIDALGO,9563239000,Acute Care Hospitals,Government - Local,Yes,"900 SOUTH BRYAN ROAD, MISSION, TX, 78572",26.19590675,-98.3148692,Flu Shots,Progressive Corporation
450177,UVALDE MEMORIAL HOSPITAL,1025 GARNER FIELD ROAD,,,UVALDE,TX,78801,UVALDE,8302786251,Acute Care Hospitals,Government - Hospital District or Authority,Yes,"1025 GARNER FIELD ROAD, UVALDE, TX, 78801",29.214204700000003,-99.76830687,Physical Therapy,Allstate Corporation
450178,PECOS COUNTY MEMORIAL HOSPITAL,387 WEST I 10,,,FORT STOCKTON,TX,79735,PECOS,4323364201,Acute Care Hospitals,Government - Local,Yes,"387 WEST I 10, FORT STOCKTON, TX, 79735",,,Cardiac Care,Liberty Mutual Insurance
450184,MEMORIAL HERMANN HOSPITAL SYSTEM,1635  NORTH LOOP WEST,,,HOUSTON,TX,77008,HARRIS,7134486796,Acute Care Hospitals,Voluntary non-profit - Private,No,"1635  NORTH LOOP WEST, HOUSTON, TX, 77008",29.8108722,-95.42982015,Cancer Treatment,Travelers Companies
450187,TRINITY MEDICAL CENTER,700 MEDICAL PARKWAY,,,BRENHAM,TX,77833,WASHINGTON,9798366173,Acute Care Hospitals,Voluntary non-profit - Church,Yes,"700 MEDICAL PARKWAY, BRENHAM, TX, 77833",30.14527665,-96.3997407,Emergency Surgery,Humana Inc.
450188,ETMC CLARKSVILLE,3000 W MAIN ST,,,CLARKSVILLE,TX,75426,RED RIVER,9034273851,Acute Care Hospitals,Voluntary non-profit - Other,Yes,"3000 W MAIN ST, CLARKSVILLE, TX, 75426",33.61162125,-95.09938076,Orthopedics,Cigna Corporation
450192,HILL REGIONAL HOSPITAL,101 CIRCLE DRIVE,,,HILLSBORO,TX,76645,HILL,2545808500,Acute Care Hospitals,Proprietary,Yes,"101 CIRCLE DRIVE, HILLSBORO, TX, 76645",,,Pediatrics,Kaiser Permanente
450193,ST LUKES EPISCOPAL HOSPITAL,6720 BERTNER,,,HOUSTON,TX,77030,HARRIS,8323551000,Acute Care Hospitals,Voluntary non-profit - Church,No,"6720 BERTNER, HOUSTON, TX, 77030",29.708142600000002,-95.40044145,Dermatology,CVS Health Corp Group
450194,EAST TEXAS MEDICAL CENTER JACKSONVILLE,501 S RAGSDALE,,,JACKSONVILLE,TX,75766,CHEROKEE,9035415000,Acute Care Hospitals,Voluntary non-profit - Private,Yes,"501 S RAGSDALE, JACKSONVILLE, TX, 75766",31.9601097,-95.27055849,Psychiatry,State Farm Group
450196,PARIS REGIONAL MEDICAL CENTER,820 CLARKSVILLE ST,,,PARIS,TX,75460,LAMAR,9037854521,Acute Care Hospitals,Proprietary,Yes,"820 CLARKSVILLE ST, PARIS, TX, 75460",33.65974705,-95.54720551,Neurology,UnitedHealth Group
450200,WADLEY REGIONAL MEDICAL CENTER,1000 PINE STREET,,,TEXARKANA,TX,75501,BOWIE,9037988000,Acute Care Hospitals,Voluntary non-profit - Private,Yes,"1000 PINE STREET, TEXARKANA, TX, 75501",33.42859215,-94.04795805,Dental Care,Progressive Corporation
450203,WEATHERFORD REGIONAL MEDICAL CENTER,713 E ANDERSON ST,,,WEATHERFORD,TX,76086,PARKER,8175991190,Acute Care Hospitals,Proprietary,Yes,"713 E ANDERSON ST, WEATHERFORD, TX, 76086",32.7479923,-97.78575715,Vision Care,Allstate Corporation
450209,NORTHWEST TEXAS HOSPITAL,1501 COULTER ROAD,,,AMARILLO,TX,79106,POTTER,8063541110,Acute Care Hospitals,Voluntary non-profit - Church,Yes,"1501 COULTER ROAD, AMARILLO, TX, 79106",,,Hearing Services,Liberty Mutual Insurance
450210,ETMC CARTHAGE,409 WEST COTTAGE,,,CARTHAGE,TX,75633,PANOLA,936933841,Acute Care Hospitals,Government - Local,Yes,"409 WEST COTTAGE, CARTHAGE, TX, 75633",,,Broken Hand,Travelers Companies
450211,MEMORIAL HEALTH SYSTEM OF EAST TEXAS- LUFKIN,1201 WEST FRANK STREET,,,LUFKIN,TX,75901,ANGELINA,9366348111,Acute Care Hospitals,Voluntary non-profit - Private,Yes,"1201 WEST FRANK STREET, LUFKIN, TX, 75901",,,Stitches,Humana Inc.
450213,UNIVERSITY HEALTH SYSTEM,4502 MEDICAL DR,,,SAN ANTONIO,TX,78229,BEXAR,2103584000,Acute Care Hospitals,Government - Hospital District or Authority,Yes,"4502 MEDICAL DR, SAN ANTONIO, TX, 78229",29.5078264,-98.57809432,Flu Shots,Cigna Corporation
450214,GULF COAST MEDICAL CENTER,10141 US 59 NORTH,,,WHARTON,TX,77488,WHARTON,9795322500,Acute Care Hospitals,Proprietary,Yes,"10141 US 59 NORTH, WHARTON, TX, 77488",,,Physical Therapy,Kaiser Permanente
450219,SCOTT & WHITE HOSPITAL-LLANO,200 W OLLIE,,,LLANO,TX,78643,LLANO,3252475040,Acute Care Hospitals,Voluntary non-profit - Private,Yes,"200 W OLLIE, LLANO, TX, 78643",30.74286505,-98.6776744,Cardiac Care,State Farm Group
450221,MOORE COUNTY HOSPITAL DISTRICT,224 E SECOND STREET,,,DUMAS,TX,79029,MOORE,8069357171,Acute Care Hospitals,Government - Hospital District or Authority,Yes,"224 E SECOND STREET, DUMAS, TX, 79029",,,Cancer Treatment,State Farm Group
450222,CONROE REGIONAL MEDICAL CENTER,504 MEDICAL CENTER BLVD,,,CONROE,TX,77304,MONTGOMERY,9365391111,Acute Care Hospitals,Proprietary,Yes,"504 MEDICAL CENTER BLVD, CONROE, TX, 77304",30.28447226309625,-95.46629334,Emergency Surgery,UnitedHealth Group
450229,HENDRICK MEDICAL CENTER,1900 PINE,,,ABILENE,TX,79601,TAYLOR,3256702000,Acute Care Hospitals,Voluntary non-profit - Private,Yes,"1900 PINE, ABILENE, TX, 79601",,,Orthopedics,Progressive Corporation
450231,BAPTIST ST ANTHONYS HEALTH SYSTEM-BAPTIST CAMPUS,1600 WALLACE BLVD,,,AMARILLO,TX,79106,POTTER,8062122000,Acute Care Hospitals,Government - Federal,Yes,"1600 WALLACE BLVD, AMARILLO, TX, 79106",35.1967656,-101.9197272,Pediatrics,Allstate Corporation
450234,COMANCHE COUNTY MEDICAL CENTER,10201 HWY 16,,,COMANCHE,TX,76442,COMANCHE,2548794900,Acute Care Hospitals,Voluntary non-profit - Private,Yes,"10201 HWY 16, COMANCHE, TX, 76442",,,Dermatology,Liberty Mutual Insurance
450235,MEMORIAL HOSPITAL,1110 NORTH SARAH DEWITT DRIVE,,,GONZALES,TX,78629,GONZALES,8306727581,Acute Care Hospitals,Voluntary non-profit - Other,Yes,"1110 NORTH SARAH DEWITT DRIVE, GONZALES, TX, 78629",29.517569199999997,-97.4289011,Psychiatry,Travelers Companies
450236,HOPKINS COUNTY MEMORIAL HOSPITAL,115 AIRPORT RD,,,SULPHUR SPRINGS,TX,75482,HOPKINS,9038857671,Acute Care Hospitals,Government - Hospital District or Authority,Yes,"115 AIRPORT RD, SULPHUR SPRINGS, TX, 75482",33.157273149999995,-95.59998092,Neurology,Humana Inc.
450237,CHRISTUS SANTA ROSA HOSPITAL,333 N SANTA ROSA STREET,,,SAN ANTONIO,TX,78207,BEXAR,2107042011,Acute Care Hospitals,Voluntary non-profit - Church,Yes,"333 N SANTA ROSA STREET, SAN ANTONIO, TX, 78207",29.42798785,-98.49924331,Dental Care,Cigna Corporation
450241,FAITH COMMUNITY HOSPITAL,717 MAGNOLIA ST,,,JACKSBORO,TX,76458,JACK,9405676633,Acute Care Hospitals,Government - Hospital District or Authority,Yes,"717 MAGNOLIA ST, JACKSBORO, TX, 76458",33.2250102,-98.17002988,Vision Care,Kaiser Permanente
450243,HAMLIN MEMORIAL HOSPITAL,632 N W SECOND STREET,,,HAMLIN,TX,79520,JONES,3255763646,Acute Care Hospitals,Government - Hospital District or Authority,Yes,"632 N W SECOND STREET, HAMLIN, TX, 79520",,,Hearing Services,State Farm Group
450253,BELLVILLE GENERAL HOSPITAL,44 N CUMMINGS,,,BELLVILLE,TX,77418,AUSTIN,9798653141,Acute Care Hospitals,Voluntary non-profit - Private,Yes,"44 N CUMMINGS, BELLVILLE, TX, 77418",29.9538272,-96.26047158,Broken Hand,State Farm Group
450270,LAKE WHITNEY MEDICAL CENTER,200 N SAN JACINTO STREET,,,WHITNEY,TX,76692,HILL,2546943165,Acute Care Hospitals,Proprietary,Yes,"200 N SAN JACINTO STREET, WHITNEY, TX, 76692",31.951187,-97.320146,Stitches,UnitedHealth Group
450271,WISE REGIONAL HEALTH SYSTEM,609 MEDICAL CENTER DRIVE,,,DECATUR,TX,76234,WISE,9406275921,Acute Care Hospitals,Government - Hospital District or Authority,Yes,"609 MEDICAL CENTER DRIVE, DECATUR, TX, 76234",33.21711275,-97.59380921,Flu Shots,Progressive Corporation
450272,CENTRAL TEXAS MEDICAL CENTER,1301 WONDER WORLD DRIVE,,,SAN MARCOS,TX,78666,HAYS,5127533690,Acute Care Hospitals,Voluntary non-profit - Church,Yes,"1301 WONDER WORLD DRIVE, SAN MARCOS, TX, 78666",29.852769350000003,-97.94568102,Physical Therapy,Allstate Corporation
450280,BAYLOR MEDICAL CENTER AT GARLAND,2300 MARIE CURIE DRIVE,,,GARLAND,TX,75042,DALLAS,9724875000,Acute Care Hospitals,Government - Federal,Yes,"2300 MARIE CURIE DRIVE, GARLAND, TX, 75042",32.9193043,-96.6618669,Cardiac Care,Liberty Mutual Insurance
450283,COZBY-GERMANY HOSPITAL,707 N WALDRIP,,,GRAND SALINE,TX,75140,VAN ZANDT,9039624242,Acute Care Hospitals,Voluntary non-profit - Private,Yes,"707 N WALDRIP, GRAND SALINE, TX, 75140",32.67971285,-95.72276543,Cancer Treatment,Travelers Companies
450289,HARRIS COUNTY HOSPITAL DISTRICT,2525 HOLLY HALL,,,HOUSTON,TX,77054,HARRIS,7135666417,Acute Care Hospitals,Government - Hospital District or Authority,Yes,"2525 HOLLY HALL, HOUSTON, TX, 77054",,,Emergency Surgery,Humana Inc.
450292,TEXAS HEALTH PRESBYTERIAN HOSPITAL KAUFMAN,850 ED HALL,,,KAUFMAN,TX,75142,KAUFMAN,9729327200,Acute Care Hospitals,Voluntary non-profit - Church,Yes,"850 ED HALL, KAUFMAN, TX, 75142",32.59194895,-96.31818,Orthopedics,Cigna Corporation
450293,FRIO REGIONAL HOSPITAL,200 S IH 35,,,PEARSALL,TX,78061,FRIO,8303343617,Acute Care Hospitals,Government - Hospital District or Authority,Yes,"200 S IH 35, PEARSALL, TX, 78061",,,Pediatrics,Kaiser Permanente
450296,CLEVELAND REGIONAL MEDICAL CTR,300 E CROCKETT,,,CLEVELAND,TX,77327,LIBERTY,2815931811,Acute Care Hospitals,Proprietary,No,"300 E CROCKETT, CLEVELAND, TX, 77327",30.34184655,-95.08547809,Dermatology,State Farm Group
450299,COLLEGE STATION MEDICAL CENTER,1604 ROCK PRAIRIE ROAD,,,COLLEGE STATION,TX,77842,BRAZOS,9797645151,Acute Care Hospitals,Proprietary,Yes,"1604 ROCK PRAIRIE ROAD, COLLEGE STATION, TX, 77842",30.58078975,-96.28972833,Psychiatry,UnitedHealth Group
450306,STAMFORD MEMORIAL HOSPITAL,1601 COLUMBIA STREET,,,STAMFORD,TX,79553,JONES,3257732725,Acute Care Hospitals,Government - Hospital District or Authority,Yes,"1601 COLUMBIA STREET, STAMFORD, TX, 79553",32.9278429,-99.78303829,Neurology,Progressive Corporation
450315,VISTA HOSPITAL OF DALLAS,2696 WEST WALNUT STREET,,,GARLAND,TX,75042,DALLAS,9722767116,Acute Care Hospitals,Proprietary,Not Available,"2696 WEST WALNUT STREET, GARLAND, TX, 75042",32.91367075,-96.66973472,Dental Care,Allstate Corporation
450324,TEXOMA MEDICAL CENTER,5016 S US HIGHWAY 75,,,DENISON,TX,75020,GRAYSON,9034164000,Acute Care Hospitals,Proprietary,Yes,"5016 S US HIGHWAY 75, DENISON, TX, 75020",,,Vision Care,Liberty Mutual Insurance
450330,OAKBEND MEDICAL CENTER,1705 JACKSON ST,,,RICHMOND,TX,77469,FORT BEND,2813413000,Acute Care Hospitals,Government - Hospital District or Authority,Yes,"1705 JACKSON ST, RICHMOND, TX, 77469",29.5767859,-95.77017411,Hearing Services,Travelers Companies
450340,SAN ANGELO COMMUNITY MEDICAL CENTER,3501 KNICKERBOCKER ROAD,,,SAN ANGELO,TX,76904,TOM GREEN,3259499511,Acute Care Hospitals,Proprietary,Yes,"3501 KNICKERBOCKER ROAD, SAN ANGELO, TX, 76904",31.41779915,-100.4701417,Broken Hand,Humana Inc.
450346,MEMORIAL HERMANN BAPTIST BEAUMONT HOSPITAL,3080 COLLEGE STREET,,,BEAUMONT,TX,77701,JEFFERSON,4092125012,Acute Care Hospitals,Voluntary non-profit - Church,Yes,"3080 COLLEGE STREET, BEAUMONT, TX, 77701",30.071397599999997,-94.11958621,Stitches,Cigna Corporation
450347,HUNTSVILLE MEMORIAL HOSPITAL,110 MEMORIAL HOSPITAL DRIVE,,,HUNTSVILLE,TX,77340,WALKER,9362913411,Acute Care Hospitals,Voluntary non-profit - Private,Yes,"110 MEMORIAL HOSPITAL DRIVE, HUNTSVILLE, TX, 77340",30.6983502,-95.55903235,Flu Shots,Kaiser Permanente
450348,FALLS COMMUNITY HOSPITAL AND CLINIC,322 COLEMAN STREET,,,MARLIN,TX,76661,FALLS,2548033561,Acute Care Hospitals,Voluntary non-profit - Private,Yes,"322 COLEMAN STREET, MARLIN, TX, 76661",31.306879000000002,-96.89402944,Physical Therapy,CVS Health Corp Group
450351,TEXAS HEALTH HARRIS METHODIST HOSPITAL STEPHENVILL,411 N BELKNAP ST,,,STEPHENVILLE,TX,76401,ERATH,2549651500,Acute Care Hospitals,Voluntary non-profit - Private,Yes,"411 N BELKNAP ST, STEPHENVILLE, TX, 76401",32.22231253061225,-98.20416651,Cardiac Care,State Farm Group
450352,HUNT REGIONAL MEDICAL CENTER,4215 JOE RAMSEY BLVD,,,GREENVILLE,TX,75401,HUNT,9034085000,Acute Care Hospitals,Government - Hospital District or Authority,Yes,"4215 JOE RAMSEY BLVD, GREENVILLE, TX, 75401",33.12201305,-96.12438913,Cancer Treatment,UnitedHealth Group
450358,"METHODIST HOSPITAL,THE",6565 FANNIN,,,HOUSTON,TX,77030,HARRIS,7137902221,Acute Care Hospitals,Voluntary non-profit - Private,Yes,"6565 FANNIN, HOUSTON, TX, 77030",29.7108167,-95.39926398,Emergency Surgery,Progressive Corporation
450369,CHILDRESS REGIONAL MEDICAL CENTER,HWY 83 NORTH,,,CHILDRESS,TX,79201,CHILDRESS,9409376371,Acute Care Hospitals,Government - Hospital District or Authority,Yes,"HWY 83 NORTH, CHILDRESS, TX, 79201",,,Orthopedics,Allstate Corporation
450370,COLUMBUS COMMUNITY HOSPITAL,110 SHULT DR,,,COLUMBUS,TX,78934,COLORADO,9797322371,Acute Care Hospitals,Voluntary non-profit - Private,Yes,"110 SHULT DR, COLUMBUS, TX, 78934",29.6948625,-96.54311308,Pediatrics,Liberty Mutual Insurance
450372,BAYLOR MEDICAL CENTER AT WAXAHACHIE,1405 W JEFFERSON ST,,,WAXAHACHIE,TX,75165,ELLIS,9729237000,Acute Care Hospitals,Voluntary non-profit - Other,Yes,"1405 W JEFFERSON ST, WAXAHACHIE, TX, 75165",32.3963832,-96.8650323,Dermatology,Travelers Companies
450373,EAST TEXAS MEDICAL CENTER MOUNT VERNON,500 S STATE HWY 37,,,MOUNT VERNON,TX,75457,FRANKLIN,9035374552,Acute Care Hospitals,Voluntary non-profit - Other,Yes,"500 S STATE HWY 37, MOUNT VERNON, TX, 75457",,,Psychiatry,Humana Inc.
450379,DALLAS MEDICAL CENTER,7 MEDICAL PARKWAY,,,DALLAS,TX,75234,DALLAS,9722471000,Acute Care Hospitals,Proprietary,Yes,"7 MEDICAL PARKWAY, DALLAS, TX, 75234",32.9150133,-96.87019623,Neurology,Cigna Corporation
450388,METHODIST HOSPITAL,7700 FLOYD CURL DR,,,SAN ANTONIO,TX,78229,BEXAR,2105754000,Acute Care Hospitals,Proprietary,Yes,"7700 FLOYD CURL DR, SAN ANTONIO, TX, 78229",29.509931,-98.571492,Dental Care,Kaiser Permanente
450389,EAST TEXAS MEDICAL CENTER ATHENS,2000 SOUTH PALESTINE,,,ATHENS,TX,75751,HENDERSON,9036761000,Acute Care Hospitals,Voluntary non-profit - Private,Yes,"2000 SOUTH PALESTINE, ATHENS, TX, 75751",32.170580900000004,-95.84632241,Vision Care,State Farm Group
450395,MEMORIAL MEDICAL CENTER LIVINGSTON,1717 HWY 59 BYPASS,,,LIVINGSTON,TX,77351,POLK,9363274381,Acute Care Hospitals,Government - Local,Yes,"1717 HWY 59 BYPASS, LIVINGSTON, TX, 77351",,,Hearing Services,State Farm Group
450399,BROWNFIELD REGIONAL MEDICAL CENTER,705 EAST FELT STREET,,,BROWNFIELD,TX,79316,TERRY,8066373551,Acute Care Hospitals,Government - Hospital District or Authority,Yes,"705 EAST FELT STREET, BROWNFIELD, TX, 79316",33.187561099999996,-102.2674204,Broken Hand,UnitedHealth Group
450400,PARKVIEW REGIONAL HOSPITAL,600 SOUTH BONHAM STREET,,,MEXIA,TX,76667,LIMESTONE,2545625332,Acute Care Hospitals,Proprietary,Yes,"600 SOUTH BONHAM STREET, MEXIA, TX, 76667",31.675388849999997,-96.48057142,Stitches,Progressive Corporation
450403,MEDICAL CENTER OF MCKINNEY,4500 MEDICAL CENTER DRIVE,,,MCKINNEY,TX,75069,COLLIN,9725478000,Acute Care Hospitals,Proprietary,Yes,"4500 MEDICAL CENTER DRIVE, MCKINNEY, TX, 75069",33.16003775,-96.63738999,Flu Shots,Allstate Corporation
450411,EASTLAND MEMORIAL HOSPITAL,304 S DAUGHERTY,,,EASTLAND,TX,76448,EASTLAND,2546292601,Acute Care Hospitals,Government - Hospital District or Authority,Yes,"304 S DAUGHERTY, EASTLAND, TX, 76448",32.399866200000005,-98.82076147,Physical Therapy,Liberty Mutual Insurance
450419,TEXAS HEALTH HARRIS METHODIST HOSPITAL AZLE,108 DENVER TRAIL,,,AZLE,TX,76020,TARRANT,8174448700,Acute Care Hospitals,Voluntary non-profit - Church,Yes,"108 DENVER TRAIL, AZLE, TX, 76020",32.8801593,-97.53285441,Cardiac Care,Travelers Companies
450422,BAYLOR MEDICAL CENTER AT UPTOWN,2727 EAST LEMMON AVENUE BUILDING I,,,DALLAS,TX,75204,DALLAS,2144433000,Acute Care Hospitals,Voluntary non-profit - Private,Yes,"2727 EAST LEMMON AVENUE BUILDING I, DALLAS, TX, 75204",,,Cancer Treatment,Humana Inc.
450424,SAN JACINTO METHODIST HOSPITAL,4401 GARTH ROAD,,,BAYTOWN,TX,77521,HARRIS,2814208600,Acute Care Hospitals,Voluntary non-profit - Church,Yes,"4401 GARTH ROAD, BAYTOWN, TX, 77521",29.7680917,-94.98001888,Emergency Surgery,Cigna Corporation
450431,ST DAVIDS MEDICAL CENTER,919 E 32ND ST,,,AUSTIN,TX,78705,TRAVIS,5124767111,Acute Care Hospitals,Proprietary,No,"919 E 32ND ST, AUSTIN, TX, 78705",30.290676,-97.726737,Orthopedics,Kaiser Permanente
450438,COLORADO FAYETTE MEDICAL CENTER,400 YOUENS DRIVE,,,WEIMAR,TX,78962,COLORADO,9797259531,Acute Care Hospitals,Voluntary non-profit - Private,Yes,"400 YOUENS DRIVE, WEIMAR, TX, 78962",29.69390355,-96.78811428,Pediatrics,State Farm Group
450446,RIVERSIDE GENERAL HOSPITAL,3204 ENNIS ST,,,HOUSTON,TX,77004,HARRIS,7135262441,Acute Care Hospitals,Voluntary non-profit - Private,No,"3204 ENNIS ST, HOUSTON, TX, 77004",29.730748300000002,-95.36120289,Dermatology,State Farm Group
450447,NAVARRO REGIONAL HOSPITAL,3201 WEST HIGHWAY 22,,,CORSICANA,TX,75110,NAVARRO,9036546800,Acute Care Hospitals,Proprietary,Yes,"3201 WEST HIGHWAY 22, CORSICANA, TX, 75110",32.08383585,-96.50359931,Psychiatry,UnitedHealth Group
450451,GLEN ROSE MEDICAL CENTER,1021 HOLDEN STREET,,,GLEN ROSE,TX,76043,SOMERVELL,2548972215,Acute Care Hospitals,Government - Hospital District or Authority,Yes,"1021 HOLDEN STREET, GLEN ROSE, TX, 76043",32.242217749999995,-97.74626086,Neurology,Progressive Corporation
450460,TYLER COUNTY HOSPITAL,1100 WEST BLUFF,,,WOODVILLE,TX,75979,TYLER,4092838141,Acute Care Hospitals,Government - Hospital District or Authority,Yes,"1100 WEST BLUFF, WOODVILLE, TX, 75979",30.77583755,-94.42785452,Dental Care,Allstate Corporation
450462,TEXAS HEALTH PRESBYTERIAN HOSPITAL  DALLAS,8200 WALNUT HILL LANE,,,DALLAS,TX,75231,DALLAS,2143456789,Acute Care Hospitals,Voluntary non-profit - Private,Yes,"8200 WALNUT HILL LANE, DALLAS, TX, 75231",32.87977855,-96.76244678,Vision Care,Liberty Mutual Insurance
450465,MATAGORDA REGIONAL MEDICAL CENTER,104 7TH STREET,,,BAY CITY,TX,77414,MATAGORDA,9792456383,Acute Care Hospitals,Government - Hospital District or Authority,Yes,"104 7TH STREET, BAY CITY, TX, 77414",28.98016645,-95.99154564,Hearing Services,Travelers Companies
450469,TEXAS HEALTH PRESBYTERIAN HOSPITAL-WNJ,500 N HIGHLAND AVENUE,,,SHERMAN,TX,75091,GRAYSON,9038704611,Acute Care Hospitals,Voluntary non-profit - Other,Yes,"500 N HIGHLAND AVENUE, SHERMAN, TX, 75091",33.63607125,-96.62354897,Broken Hand,Humana Inc.
450475,ETMC HENDERSON,300 WILSON STREET,,,HENDERSON,TX,75652,RUSK,9036577541,Acute Care Hospitals,Voluntary non-profit - Other,Yes,"300 WILSON STREET, HENDERSON, TX, 75652",32.16041345,-94.79545831,Stitches,Cigna Corporation
450484,WOODLAND HEIGHTS MEDICAL CENTER,505 SOUTH JOHN REDDITT DRIVE,,,LUFKIN,TX,75904,ANGELINA,9366348311,Acute Care Hospitals,Proprietary,Yes,"505 SOUTH JOHN REDDITT DRIVE, LUFKIN, TX, 75904",31.328510350000002,-94.7538496,Flu Shots,Kaiser Permanente
450488,ALLEGIANCE SPECIALTY HOSPITAL OF KILGORE,1612 SOUTH HENDERSON BLVD,,,KILGORE,TX,75662,GREGG,9039843505,Acute Care Hospitals,Proprietary,Yes,"1612 SOUTH HENDERSON BLVD, KILGORE, TX, 75662",32.373827199999994,-94.86713657,Physical Therapy,State Farm Group
